,SYMBOL,EXPIRE_DATE,STRIKE,C_BID,C_ASK,C_IV,C_OI,C_VOLUME,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_LAST,UNDERLYING_LAST,P_BID,P_ASK,P_IV,P_OI,P_VOLUME,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_LAST,QUOTE_DATE,C_MID,P_MID,DTE,T,r,q,b
1628,SPX,2026-06-18,7450,36.1,36.9,0.1238,6244.0,279.0,0.154,0.0005,9.2663,-0.4963,3.0815,36.55,6878.8799,541.3,543.8,0.1243,9.0,0.0,-0.8465,0.0005,9.2663,-0.4963,-19.3156,586.14,2026-02-27,36.5,542.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11294,SPXW,2026-06-18,7450,36.6,37.2,0.1242,68.0,0.0,0.1545,0.0005,9.2959,-0.4976,3.0915,43.4,6878.8799,539.9,545.7,0.1244,0.0,0.0,-0.8459,0.0005,9.2959,-0.4976,-19.3054,0.0,2026-02-27,36.900000000000006,542.8,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1629,SPX,2026-06-18,7475,31.9,32.8,0.1227,2707.0,1.0,0.1404,0.0005,8.7474,-0.4619,2.8075,30.7,6878.8799,561.4,564.6,0.1232,2.0,0.0,-0.86,0.0005,8.7474,-0.4619,-19.6646,551.6,2026-02-27,32.349999999999994,563.0,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1630,SPX,2026-06-18,7500,28.1,28.8,0.1218,18964.0,317.0,0.1277,0.0004,8.2293,-0.4286,2.5551,28.5,6878.8799,582.6,585.2,0.121,755.0,1.0,-0.8728,0.0004,8.2293,-0.4286,-19.992,584.96,2026-02-27,28.450000000000003,583.9000000000001,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11295,SPXW,2026-06-18,7500,28.6,29.1,0.1221,227.0,0.0,0.1282,0.0004,8.261,-0.43,2.5654,34.2,6878.8799,581.2,587.1,0.1224,42.0,0.0,-0.8722,0.0004,8.261,-0.43,-19.9815,581.0,2026-02-27,28.85,584.1500000000001,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1631,SPX,2026-06-18,7525,24.7,25.6,0.1209,447.0,11.0,0.1157,0.0004,7.7244,-0.3966,2.3184,24.5,6878.8799,603.4,606.9,0.1209,5.0,0.0,-0.8847,0.0004,7.7244,-0.3966,-20.3038,570.4,2026-02-27,25.15,605.15,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1632,SPX,2026-06-18,7550,21.8,22.4,0.1201,2626.0,2237.0,0.1047,0.0004,7.226,-0.366,2.0944,21.8,6878.8799,625.5,628.3,0.1194,0.0,0.0,-0.8958,0.0004,7.226,-0.366,-20.6027,0.0,2026-02-27,22.1,626.9,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11296,SPXW,2026-06-18,7550,22.2,22.7,0.1204,72.0,0.0,0.1052,0.0004,7.2604,-0.3676,2.1055,34.2,6878.8799,624.0,630.1,0.1208,0.0,0.0,-0.8952,0.0004,7.2604,-0.3676,-20.5914,0.0,2026-02-27,22.45,627.05,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1633,SPX,2026-06-18,7575,19.1,19.9,0.1195,135.0,57.0,0.0945,0.0004,6.7386,-0.337,1.8916,18.72,6878.8799,647.1,650.6,0.1194,12.0,0.0,-0.906,0.0004,6.7386,-0.337,-20.8805,546.26,2026-02-27,19.5,648.85,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1634,SPX,2026-06-18,7600,16.7,17.4,0.1189,12666.0,82.0,0.0851,0.0004,6.2738,-0.3098,1.7054,16.8,6878.8799,669.8,672.7,0.1188,53.0,32.0,-0.9154,0.0004,6.2738,-0.3098,-21.1417,693.4,2026-02-27,17.049999999999997,671.25,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11297,SPXW,2026-06-18,7600,17.1,17.6,0.1192,52.0,0.0,0.0857,0.0004,6.3105,-0.3116,1.7171,25.5,6878.8799,668.3,674.4,0.1192,0.0,0.0,-0.9147,0.0004,6.3105,-0.3116,-21.1298,0.0,2026-02-27,17.35,671.3499999999999,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1635,SPX,2026-06-18,7625,14.7,15.3,0.1183,167.0,0.0,0.0766,0.0003,5.8283,-0.2842,1.532,18.49,6878.8799,692.0,695.7,0.118,75.0,0.0,-0.9239,0.0003,5.8283,-0.2842,-21.3902,651.75,2026-02-27,15.0,693.85,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1636,SPX,2026-06-18,7650,12.8,13.4,0.1178,3536.0,7.0,0.0688,0.0003,5.4012,-0.2606,1.3771,12.93,6878.8799,715.3,718.1,0.1168,2.0,0.0,-0.9316,0.0003,5.4012,-0.2606,-21.6201,779.8,2026-02-27,13.100000000000001,716.7,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11298,SPXW,2026-06-18,7650,13.2,13.6,0.1182,73.0,0.0,0.0694,0.0003,5.4413,-0.2627,1.389,15.99,6878.8799,713.7,719.8,0.1178,0.0,0.0,-0.931,0.0003,5.4413,-0.2627,-21.608,0.0,2026-02-27,13.399999999999999,716.75,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1637,SPX,2026-06-18,7675,11.2,11.8,0.1175,197.0,6.0,0.0618,0.0003,5.0004,-0.2386,1.238,12.05,6878.8799,737.9,741.6,0.1171,0.0,0.0,-0.9386,0.0003,5.0004,-0.2386,-21.8343,0.0,2026-02-27,11.5,739.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1638,SPX,2026-06-18,7700,9.8,10.4,0.1172,10732.0,253.0,0.0555,0.0002,4.6259,-0.2185,1.11,10.4,6878.8799,761.6,764.5,0.1176,21.0,0.0,-0.945,0.0002,4.6259,-0.2185,-22.0372,714.45,2026-02-27,10.100000000000001,763.05,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11299,SPXW,2026-06-18,7700,10.1,10.6,0.1176,115.0,35.0,0.0561,0.0002,4.6683,-0.2208,1.1226,9.7,6878.8799,759.9,766.2,0.117,101.0,0.0,-0.9443,0.0002,4.6683,-0.2208,-22.0245,657.45,2026-02-27,10.35,763.05,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1639,SPX,2026-06-18,7725,8.6,9.2,0.117,927.0,0.0,0.0498,0.0002,4.2738,-0.2,0.996,11.35,6878.8799,784.7,788.4,0.1162,20.0,0.0,-0.9506,0.0002,4.2738,-0.2,-22.2262,738.11,2026-02-27,8.899999999999999,786.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1640,SPX,2026-06-18,7750,7.6,8.1,0.117,1778.0,23.0,0.0448,0.0002,3.946,-0.1832,0.8958,8.1,6878.8799,808.7,811.6,0.115,2.0,0.0,-0.9557,0.0002,3.946,-0.1832,-22.4015,853.28,2026-02-27,7.85,810.1500000000001,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11300,SPXW,2026-06-18,7750,7.8,8.2,0.1173,64.0,38.0,0.0454,0.0002,3.9904,-0.1856,0.908,8.4,6878.8799,806.9,813.3,0.1174,0.0,0.0,-0.955,0.0002,3.9904,-0.1856,-22.389,0.0,2026-02-27,8.0,810.0999999999999,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1641,SPX,2026-06-18,7775,6.7,7.2,0.1168,256.0,30.0,0.0403,0.0002,3.6443,-0.1678,0.805,7.2,6878.8799,829.7,837.3,0.1169,0.0,0.0,-0.9602,0.0002,3.6443,-0.1678,-22.5673,0.0,2026-02-27,6.95,833.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1642,SPX,2026-06-18,7800,5.9,6.4,0.1168,8429.0,2018.0,0.0362,0.0002,3.3657,-0.1539,0.7231,6.4,6878.8799,853.6,861.2,0.1184,428.0,0.0,-0.9642,0.0002,3.3657,-0.1539,-22.7242,743.21,2026-02-27,6.15,857.4000000000001,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11301,SPXW,2026-06-18,7800,6.0,6.4,0.1172,290.0,1.0,0.0368,0.0002,3.4108,-0.1564,0.7352,6.7,6878.8799,853.9,861.6,0.1176,0.0,0.0,-0.9636,0.0002,3.4108,-0.1564,-22.7119,0.0,2026-02-27,6.2,857.75,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1643,SPX,2026-06-18,7825,5.1,5.6,0.1167,329.0,16.0,0.0327,0.0002,3.1078,-0.1413,0.6515,5.91,6878.8799,877.7,885.4,0.1176,5.0,0.0,-0.9678,0.0002,3.1078,-0.1413,-22.8708,801.04,2026-02-27,5.35,881.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1644,SPX,2026-06-18,7850,4.5,5.0,0.1171,534.0,2500.0,0.0295,0.0001,2.8707,-0.1298,0.5883,4.66,6878.8799,901.8,909.5,0.1179,0.0,0.0,-0.971,0.0001,2.8707,-0.1298,-23.0091,0.0,2026-02-27,4.75,905.65,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11302,SPXW,2026-06-18,7850,4.7,5.1,0.1176,202.0,0.0,0.03,0.0001,2.9154,-0.1322,0.5995,7.1,6878.8799,901.9,910.0,0.1168,0.0,0.0,-0.9704,0.0001,2.9154,-0.1322,-22.9976,0.0,2026-02-27,4.9,905.95,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1645,SPX,2026-06-18,7875,4.0,4.5,0.1172,100.0,0.0,0.0266,0.0001,2.6536,-0.1194,0.5309,5.6,6878.8799,925.7,934.0,0.1183,0.0,0.0,-0.9738,0.0001,2.6536,-0.1194,-23.1415,0.0,2026-02-27,4.25,929.85,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1646,SPX,2026-06-18,7900,3.6,4.0,0.1177,8025.0,3005.0,0.0241,0.0001,2.4543,-0.11,0.4794,3.8,6878.8799,950.0,957.8,0.1213,0.0,0.0,-0.9764,0.0001,2.4543,-0.11,-23.268,874.76,2026-02-27,3.8,953.9,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11303,SPXW,2026-06-18,7900,3.7,4.0,0.1181,105.0,0.0,0.0246,0.0001,2.4974,-0.1123,0.4898,5.7,6878.8799,950.1,958.4,0.1173,100.0,0.0,-0.9758,0.0001,2.4974,-0.1123,-23.2573,925.2,2026-02-27,3.85,954.25,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1647,SPX,2026-06-18,7950,2.85,3.2,0.118,4.0,0.0,0.0198,0.0001,2.1024,-0.0936,0.3942,4.4,6878.8799,999.3,1006.9,0.1207,0.0,0.0,-0.9807,0.0001,2.1024,-0.0936,-23.5032,0.0,2026-02-27,3.0250000000000004,1003.0999999999999,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11304,SPXW,2026-06-18,7950,3.0,3.3,0.1189,54.0,0.0,0.0203,0.0001,2.143,-0.0957,0.4034,4.0,6878.8799,998.7,1007.0,0.1201,0.0,0.0,-0.9801,0.0001,2.143,-0.0957,-23.4938,0.0,2026-02-27,3.15,1002.85,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1648,SPX,2026-06-18,8000,2.3,2.65,0.119,12145.0,125.0,0.0164,0.0001,1.8061,-0.08,0.325,2.55,6878.8799,1048.0,1056.0,0.1246,210.0,1.0,-0.9841,0.0001,1.8061,-0.08,-23.7224,1089.09,2026-02-27,2.4749999999999996,1052.0,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11305,SPXW,2026-06-18,8000,2.4,2.65,0.1199,230.0,1.0,0.0168,0.0001,1.8435,-0.082,0.3334,2.95,6878.8799,1047.9,1055.7,0.1213,160.0,0.0,-0.9836,0.0001,1.8435,-0.082,-23.7138,1000.0,2026-02-27,2.525,1051.8000000000002,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1649,SPX,2026-06-18,8100,1.5,1.85,0.1216,5321.0,50.0,0.0114,0.0001,1.3452,-0.0593,0.2257,1.6,6878.8799,1145.9,1154.1,0.1247,2.0,0.0,-0.9891,0.0001,1.3452,-0.0593,-24.1218,1191.09,2026-02-27,1.675,1150.0,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11306,SPXW,2026-06-18,8100,1.65,1.85,0.1229,341.0,2.0,0.0117,0.0001,1.3757,-0.0609,0.232,1.77,6878.8799,1146.0,1153.9,0.1211,0.0,0.0,-0.9887,0.0001,1.3757,-0.0609,-24.1154,0.0,2026-02-27,1.75,1149.95,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1650,SPX,2026-06-18,8200,1.05,1.4,0.1249,8484.0,2000.0,0.0081,0.0,1.0185,-0.0449,0.1606,1.21,6878.8799,1244.1,1252.1,0.1308,2.0,0.0,-0.9923,0.0,1.0185,-0.0449,-24.487,1285.53,2026-02-27,1.225,1248.1,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11307,SPXW,2026-06-18,8200,1.15,1.4,0.126,203.0,2.0,0.0084,0.0,1.0422,-0.0462,0.165,1.45,6878.8799,1243.8,1252.1,0.1308,0.0,0.0,-0.992,0.0,1.0422,-0.0462,-24.4824,0.0,2026-02-27,1.275,1247.9499999999998,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1651,SPX,2026-06-18,8300,0.75,1.1,0.1292,4863.0,3000.0,0.006,0.0,0.7883,-0.0351,0.1179,0.91,6878.8799,1342.5,1350.5,0.1312,1.0,0.0,-0.9945,0.0,0.7883,-0.0351,-24.8298,1381.96,2026-02-27,0.925,1346.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11308,SPXW,2026-06-18,8300,0.85,1.1,0.1298,42.0,1.0,0.0062,0.0,0.8062,-0.036,0.1211,1.0,6878.8799,1342.2,1350.5,0.1266,0.0,0.0,-0.9943,0.0,0.8062,-0.036,-24.8264,0.0,2026-02-27,0.9750000000000001,1346.35,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1652,SPX,2026-06-18,8400,0.55,0.9,0.1327,4154.0,0.0,0.0046,0.0,0.6277,-0.0283,0.0902,0.8,6878.8799,1441.0,1449.1,0.1364,1.0,0.0,-0.9959,0.0,0.6277,-0.0283,-25.1575,1753.24,2026-02-27,0.7250000000000001,1445.05,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11309,SPXW,2026-06-18,8400,0.65,0.85,0.1336,0.0,4.0,0.0047,0.0,0.6409,-0.029,0.0924,0.85,6878.8799,1441.1,1449.2,0.132,0.0,0.0,-0.9957,0.0,0.6409,-0.029,-25.1551,0.0,2026-02-27,0.75,1445.15,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1653,SPX,2026-06-18,8500,0.4,0.7,0.1372,366.0,0.0,0.0037,0.0,0.5152,-0.0238,0.0716,0.7,6878.8799,1539.6,1547.9,0.1438,3.0,0.0,-0.9968,0.0,0.5152,-0.0238,-25.4762,1557.4,2026-02-27,0.55,1543.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11310,SPXW,2026-06-18,8500,0.5,0.7,0.1376,3.0,0.0,0.0037,0.0,0.5248,-0.0242,0.0732,0.75,6878.8799,1539.2,1548.4,0.1356,0.0,0.0,-0.9967,0.0,0.5248,-0.0242,-25.4744,0.0,2026-02-27,0.6,1543.8000000000002,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1654,SPX,2026-06-18,8600,0.3,0.5,0.1415,3314.0,20.0,0.003,0.0,0.4355,-0.0206,0.0591,0.45,6878.8799,1632.8,1654.3,0.174,0.0,0.0,-0.9974,0.0,0.4355,-0.0206,-25.7888,0.0,2026-02-27,0.4,1643.55,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11311,SPXW,2026-06-18,8600,0.4,0.6,0.1421,2.0,0.0,0.0031,0.0,0.4424,-0.021,0.0601,0.6,6878.8799,1633.2,1655.4,0.1424,0.0,0.0,-0.9973,0.0,0.4424,-0.021,-25.7875,0.0,2026-02-27,0.5,1644.3000000000002,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1655,SPX,2026-06-18,8800,0.25,0.5,0.1516,2661.0,0.0,0.0022,0.0,0.333,-0.0168,0.0438,0.35,6878.8799,1830.2,1849.3,0.1884,5.0,0.0,-0.9982,0.0,0.333,-0.0168,-26.4042,2307.74,2026-02-27,0.375,1839.75,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11312,SPXW,2026-06-18,8800,0.25,0.45,0.1504,4.0,0.0,0.0023,0.0,0.3366,-0.017,0.0443,0.35,6878.8799,1828.8,1850.6,0.1524,0.0,0.0,-0.9981,0.0,0.3366,-0.017,-26.4035,0.0,2026-02-27,0.35,1839.6999999999998,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1656,SPX,2026-06-18,9000,0.15,0.3,0.1586,4710.0,0.0,0.0018,0.0,0.2698,-0.0145,0.0348,0.25,6878.8799,2027.7,2047.6,0.0,1256.0,1.0,-0.9987,0.0,0.2696,-0.0145,-27.0134,2074.34,2026-02-27,0.22499999999999998,2037.65,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11313,SPXW,2026-06-18,9000,0.15,0.35,0.1584,5.0,0.0,0.0018,0.0,0.2718,-0.0146,0.035,0.5,6878.8799,2026.3,2048.1,0.1606,0.0,0.0,-0.9986,0.0,0.2715,-0.0146,-27.013,0.0,2026-02-27,0.25,2037.1999999999998,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1657,SPX,2026-06-18,9200,0.1,0.35,0.1691,5224.0,0.0,0.0015,0.0,0.2243,-0.0129,0.0286,0.2,6878.8799,2225.2,2244.9,0.1954,3.0,0.0,-0.999,0.0,0.2242,-0.0129,-27.6197,2634.37,2026-02-27,0.22499999999999998,2235.05,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11314,SPXW,2026-06-18,9200,0.1,0.3,0.1673,0.0,0.0,0.0015,0.0,0.2252,-0.0129,0.0286,0.0,6878.8799,2225.6,2247.7,0.1723,0.0,0.0,-0.9989,0.0,0.2252,-0.0129,-27.6194,0.0,2026-02-27,0.2,2236.6499999999996,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1658,SPX,2026-06-18,9400,0.1,0.3,0.179,468.0,0.0,0.0012,0.0,0.1891,-0.0115,0.0237,0.15,6878.8799,2422.7,2444.2,0.2083,3.0,0.0,-0.9992,0.0,0.189,-0.0115,-28.2247,2826.32,2026-02-27,0.2,2433.45,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11315,SPXW,2026-06-18,9400,0.05,0.25,0.1748,0.0,0.0,0.0012,0.0,0.1898,-0.0115,0.0238,0.0,6878.8799,2421.3,2442.0,0.1836,0.0,2.0,-0.9992,0.0,0.1894,-0.0115,-28.2245,2437.52,2026-02-27,0.15,2431.65,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1659,SPX,2026-06-18,9600,0.0,0.2,0.1834,331.0,0.0,0.001,0.0,0.1606,-0.0103,0.0199,0.1,6878.8799,2620.8,2641.7,0.2207,0.0,0.0,-0.9994,0.0,0.1605,-0.0103,-28.8287,0.0,2026-02-27,0.1125,2631.25,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11316,SPXW,2026-06-18,9600,0.0,0.2,0.1832,2.0,0.0,0.001,0.0,0.161,-0.0103,0.0199,0.2,6878.8799,2618.8,2640.2,0.1945,4.0,0.0,-0.9994,0.0,0.1606,-0.0102,-28.8285,2660.1,2026-02-27,0.1125,2629.5,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1660,SPX,2026-06-18,10000,0.0,0.15,0.201,4623.0,0.0,0.0008,0.0,0.1174,-0.0082,0.0142,0.05,6878.8799,3015.8,3036.7,0.2446,1.0,0.0,-0.9997,0.0,0.1174,-0.0082,-30.0346,2912.48,2026-02-27,0.0875,3026.25,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11317,SPXW,2026-06-18,10000,0.0,0.15,0.2008,233.0,0.0,0.0008,0.0,0.1175,-0.0082,0.0142,0.15,6878.8799,3013.8,3034.5,0.2212,0.0,0.0,-0.9997,0.0,0.1172,-0.0082,-30.0345,0.0,2026-02-27,0.0875,3024.15,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1661,SPX,2026-06-18,10400,0.0,0.2,0.2162,373.0,0.0,0.0005,0.0,0.0871,-0.0066,0.0103,0.1,6878.8799,3410.4,3431.8,0.2695,12.0,0.0,-0.9999,0.0,0.0871,-0.0066,-31.2388,3388.1,2026-02-27,0.1125,3421.1000000000004,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11318,SPXW,2026-06-18,10400,0.0,0.15,0.2203,0.0,0.0,0.0005,0.0,0.0869,-0.0065,0.0103,0.0,6878.8799,3408.9,3432.9,0.2414,0.0,0.0,-0.9999,0.0,0.0868,-0.0065,-31.2387,0.0,2026-02-27,0.0875,3420.9,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
11319,SPXW,2026-06-18,10800,0.0,0.15,0.2343,0.0,0.0,0.0004,0.0,0.065,-0.0052,0.0075,0.0,6878.8799,3804.0,3827.9,0.2664,0.0,0.0,-1.0,0.0,0.0649,-0.0052,-32.4417,0.0,2026-02-27,0.0875,3815.95,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1662,SPX,2026-06-18,11000,0.0,0.15,0.2435,238.0,1.0,0.0004,0.0,0.0568,-0.0047,0.0065,0.05,6878.8799,4003.0,4024.4,0.304,8.0,0.0,-1.0,0.0,0.0568,-0.0047,-33.0431,3931.09,2026-02-27,0.0875,4013.7,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11320,SPXW,2026-06-18,11200,0.0,0.1,0.2519,0.0,0.0,0.0003,0.0,0.0491,-0.0041,0.0056,0.0,6878.8799,4199.1,4223.0,0.2903,0.0,0.0,-1.0,0.0,0.049,-0.0041,-33.644,0.0,2026-02-27,0.0625,4211.05,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1663,SPX,2026-06-18,11400,0.0,0.15,0.2608,0.0,0.0,0.0003,0.0,0.0431,-0.0037,0.0048,0.0,6878.8799,4395.5,4419.5,0.3267,0.0,0.0,-1.0,0.0,0.0431,-0.0037,-34.245,0.0,2026-02-27,0.0875,4407.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11321,SPXW,2026-06-18,11600,0.0,0.1,0.2688,15.0,0.0,0.0002,0.0,0.0374,-0.0033,0.0042,0.1,6878.8799,4594.1,4618.1,0.3132,0.0,0.0,-1.0,0.0,0.0373,-0.0033,-34.8456,0.0,2026-02-27,0.0625,4606.1,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1664,SPX,2026-06-18,11800,0.0,0.15,0.2772,0.0,0.0,0.0002,0.0,0.033,-0.003,0.0036,0.0,6878.8799,4790.6,4814.6,0.3486,0.0,0.0,-1.0,0.0,0.033,-0.003,-35.4465,0.0,2026-02-27,0.0875,4802.6,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1665,SPX,2026-06-18,11900,0.0,0.15,0.2813,0.0,0.0,0.0002,0.0,0.0309,-0.0028,0.0034,0.0,6878.8799,4889.4,4913.4,0.3546,0.0,0.0,-1.0,0.0,0.0308,-0.0028,-35.7468,0.0,2026-02-27,0.0875,4901.4,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
1666,SPX,2026-06-18,12000,0.0,0.05,0.2853,153.0,0.0,0.0002,0.0,0.0289,-0.0027,0.0031,0.05,6878.8799,4990.7,5012.1,0.3581,89.0,0.0,-1.0,0.0,0.0289,-0.0027,-36.0471,4987.45,2026-02-27,0.037500000000000006,5001.4,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11322,SPXW,2026-06-18,12000,0.0,0.1,0.285,0.0,0.0,0.0002,0.0,0.0286,-0.0026,0.0031,0.0,6878.8799,4989.2,5013.2,0.3353,2.0,0.0,-1.0,0.0,0.0286,-0.0026,-36.047,5026.1,2026-02-27,0.0625,5001.2,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
1667,SPX,2026-06-18,12400,0.0,0.05,0.3009,1807.0,0.0,0.0001,0.0,0.0223,-0.0021,0.0024,0.02,6878.8799,5385.8,5407.2,0.3413,1805.0,0.0,-1.0,0.0,0.0222,-0.0021,-37.2482,5395.0,2026-02-27,0.037500000000000006,5396.5,111,0.3033675799086758,0.04046093256184359,0.012453228841292473,0.028007703720551117
11323,SPXW,2026-06-18,12400,0.0,0.1,0.3006,0.0,0.0,0.0001,0.0,0.022,-0.0021,0.0024,0.0,6878.8799,5384.3,5408.3,0.3567,0.0,0.0,-1.0,0.0,0.022,-0.0021,-37.248,0.0,2026-02-27,0.0625,5396.3,111,0.3041095890410959,0.040268843485883256,0.01236902129612222,0.027899822189761038
11324,SPXW,2026-06-30,2600,4281.2,4296.4,0.7088,1.0,0.0,0.997,0.0,0.4067,-0.1041,8.3889,4388.62,6878.8799,2.8,3.1,0.6729,1662.0,218.0,-0.0033,0.0,0.4066,-0.1041,-0.0824,2.86,2026-02-27,4288.799999999999,2.95,123,0.336986301369863,0.039240956798377885,0.012083316501912182,0.027157640296465703
11325,SPXW,2026-06-30,2800,4085.0,4099.5,0.6637,0.0,0.0,0.996,0.0,0.5146,-0.1261,9.0125,0.0,6878.8799,3.5,3.8,0.6421,477.0,2.0,-0.0044,0.0,0.5145,-0.1261,-0.107,3.85,2026-02-27,4092.25,3.65,123,0.336986301369863,0.039240956798377885,0.012083316501912182,0.027157640296465703
11326,SPXW,2026-06-30,3000,3888.8,3902.9,0.6318,3.0,0.0,0.9948,0.0,0.6451,-0.1511,9.6302,3855.8,6878.8799,4.4,4.7,0.6118,796.0,0.0,-0.0056,0.0,0.6448,-0.151,-0.1373,4.17,2026-02-27,3895.8500000000004,4.550000000000001,123,0.336986301369863,0.039240956798377885,0.012083316501912182,0.027157640296465703
11327,SPXW,2026-06-30,3100,3790.5,3804.6,0.6166,0.0,0.0,0.994,0.0,0.7196,-0.1647,9.9364,0.0,6878.8799,4.9,5.2,0.5969,303.0,0.0,-0.0063,0.0,0.7196,-0.1647,-0.1553,4.5,2026-02-27,3797.55,5.050000000000001,123,0.336986301369863,0.039240956798377885,0.012083316501912182,0.027157640296465703
11328,SPXW,2026-06-30,3200,3693.0,3706.3,0.6,0.0,0.0,0.9932,0.0,0.7992,-0.1789,10.241,0.0,6878.8799,5.5,5.8,0.582,742.0,150.0,-0.0071,0.0,0.7988,-0.1788,-0.1748,5.6,2026-02-27,3699.65,5.65,123,0.336986301369863,0.039240956798377885,0.012083316501912182,0.027157640296465703
